gender,state,age,income,imp.challenge,imp.unlocks,imp.customize,imp.difficulty,imp.characters,imp.storyline,imp.mastery,imp.backstory,imp.dominate,imp.completion,imp.wealth,imp.fantasy,imp.items,imp.power,imp.offbeat,imp.collect,enj.excitement,enj.destruction,enj.others,enj.react,enj.duels,enj.strategy,enj.roleplay,enj.competition,enj.decisions,enj.common.goal,enj.planning,enj.immersion,enj.helping,enj.fast,enj.guns,enj.gore,enj.blow.up,freq.explore,freq.experiment,freq.study,freq.char.creation,freq.stats,freq.customize,freq.test.world,gg.game.presented,gg.maxprice,rank.WarriorGuild,rank.SeraphGuardians,rank.Evercrest,rank.DevilsGate,rank.Marksman,rank.QuestoftheTitan
male,FL,24,37000,7,2,3,6,5,5,7,3,4,3,1,4,5,4,4,2,5,1,6,5,4,7,3,3,5,3,7,4,5,4,2,4,2,3,4,6,1,3,4,2,Warrior Guild,35,3,1,4,2,5,6
male,MD,35,100000,2,6,6,5,5,5,4,5,3,3,6,7,7,4,2,3,7,5,3,6,1,4,4,1,3,5,4,7,4,6,3,3,3,4,3,4,6,5,5,5,Evercrest,62,4,1,3,5,6,2
male,FL,31,94000,5,2,5,5,3,3,5,2,4,3,4,6,4,6,5,4,4,5,4,3,4,4,7,4,5,2,2,6,2,4,4,5,4,5,3,3,4,5,3,4,Evercrest,72,2,1,5,4,6,3
female,MO,22,19000,3,7,3,3,4,3,4,5,3,7,5,4,4,4,1,7,4,3,2,4,4,5,4,4,3,1,3,3,1,3,3,4,2,2,1,5,4,5,3,1,Warrior Guild,31,5,1,4,6,3,2
male,VA,21,48000,2,3,1,3,4,5,4,4,1,4,1,5,5,5,3,4,5,6,5,3,2,5,5,3,5,3,6,5,5,5,5,6,7,3,4,2,2,1,2,4,Seraph Guardians,39,2,4,3,1,6,5
male,CA,25,73000,5,6,2,7,5,4,5,5,4,4,2,3,3,4,5,5,3,6,3,4,4,3,4,6,3,1,3,5,3,5,4,6,5,6,7,5,1,1,3,7,Seraph Guardians,56,2,1,3,5,6,4
female,OH,28,32000,4,4,6,2,4,4,3,6,3,6,6,7,7,7,5,5,7,3,2,6,2,4,7,2,3,4,5,7,3,4,4,4,5,6,5,6,6,6,3,5,Evercrest,51,5,1,3,6,4,2
male,KY,23,44000,3,4,1,3,5,4,4,4,4,5,3,4,5,4,5,4,4,6,5,4,2,3,4,5,3,4,3,4,5,7,6,6,7,4,5,4,2,3,1,4,Evercrest,44,3,2,4,1,6,5
male,NV,58,79000,4,7,3,6,5,5,4,7,3,7,4,6,6,7,5,6,1,2,1,3,1,4,7,1,5,3,3,7,2,2,1,2,3,4,5,5,5,5,3,5,Evercrest,66,5,1,3,6,4,2
male,TX,26,48000,4,3,4,6,2,4,5,2,4,2,3,5,4,2,4,2,5,2,6,4,5,6,5,4,5,6,4,3,6,3,3,2,4,1,2,5,3,4,4,1,Warrior Guild,41,1,3,4,2,5,6
male,OK,23,37000,5,5,2,6,2,2,4,2,2,4,5,4,4,3,5,3,2,5,4,3,3,4,3,5,3,6,3,5,5,4,6,3,4,2,2,4,2,6,1,2,Warrior Guild,39,1,2,5,3,4,6
male,IL,20,31000,6,5,4,4,3,5,4,4,4,5,7,5,6,5,2,7,3,3,4,4,4,5,5,5,6,1,4,4,2,3,3,4,4,1,3,6,6,5,5,5,Warrior Guild,44,5,1,4,6,3,2
male,CA,32,93000,4,5,6,5,7,7,3,6,4,3,7,2,3,4,5,3,4,4,3,6,4,2,4,5,3,3,2,5,2,5,3,4,2,5,4,3,4,7,6,5,Warrior Guild,85,5,1,4,6,3,2
male,NJ,20,27000,4,6,1,4,4,6,4,5,3,4,4,2,4,5,2,7,5,6,4,4,2,3,6,3,4,5,3,6,3,4,5,6,6,4,3,2,1,3,1,2,Evercrest,39,5,1,4,2,6,3
male,OK,23,34000,4,5,3,4,5,3,4,5,3,7,3,2,5,2,2,6,4,3,3,5,6,1,3,5,2,3,3,4,5,3,4,3,5,2,2,4,2,4,5,1,Evercrest,26,2,1,6,5,3,4
female,WI,60,55000,5,7,2,3,5,4,3,7,2,7,4,5,7,5,3,7,5,1,2,4,1,2,3,3,2,3,2,6,6,4,1,1,1,4,3,2,3,4,2,4,Evercrest,59,5,1,4,6,3,2
female,IL,57,98000,4,5,5,3,7,6,5,7,1,6,3,6,5,6,4,6,5,3,2,7,2,4,7,1,5,3,5,7,1,5,2,3,3,2,2,2,3,4,5,6,Warrior Guild,73,6,1,4,5,3,2
female,OK,49,94000,3,7,3,3,7,6,2,7,1,7,6,7,7,7,5,7,5,3,1,4,1,5,7,1,4,1,5,6,1,4,4,3,2,6,7,6,5,7,4,6,Seraph Guardians,78,6,2,3,5,4,1
male,NJ,23,47000,6,2,5,5,4,3,5,1,4,1,2,4,4,4,2,3,6,7,4,6,5,6,5,5,5,5,4,6,4,6,6,7,6,5,4,5,3,3,6,4,Seraph Guardians,48,2,3,5,1,4,6
female,KY,32,58000,2,1,3,3,7,7,3,7,2,1,2,7,6,6,4,1,3,4,6,1,2,2,6,1,2,7,4,7,6,1,6,4,3,4,5,4,4,1,5,3,Warrior Guild,54,3,5,1,4,6,2
female,FL,62,84000,6,5,2,7,6,6,5,6,1,4,7,7,6,6,6,6,5,2,1,4,1,1,6,1,4,2,3,7,1,2,1,1,1,6,6,5,1,4,3,4,Seraph Guardians,72,5,1,3,6,4,2
male,GA,30,51000,5,5,3,5,3,6,5,5,4,5,4,3,2,2,2,6,3,4,1,2,4,5,1,1,4,3,3,1,1,2,3,3,3,4,4,5,4,4,3,5,Evercrest,50,5,1,4,6,2,3
female,ME,19,6000,3,6,3,4,2,3,2,2,5,6,1,1,2,2,3,4,6,6,7,7,7,2,1,6,1,7,3,5,7,7,6,5,6,7,5,3,2,2,3,5,Evercrest,31,2,6,3,1,4,5
nonbinary,GA,20,8000,3,4,4,4,5,6,2,5,7,5,5,4,5,4,3,5,6,5,4,5,6,4,4,6,3,4,3,3,3,5,5,5,5,4,3,2,4,2,5,3,Warrior Guild,37,1,3,5,2,6,4
male,OH,24,48000,4,2,4,6,5,5,4,5,3,4,2,3,6,5,5,5,6,4,1,6,3,3,5,3,3,3,1,3,1,5,4,7,4,6,3,4,3,2,2,3,Evercrest,55,4,1,3,6,5,2
female,AK,29,68000,6,6,4,7,7,7,7,7,2,6,3,4,5,5,7,5,3,3,3,6,1,6,5,3,6,4,6,6,4,2,4,3,4,6,5,5,5,5,4,6,Evercrest,54,5,1,2,6,4,3
male,CA,19,13000,5,5,1,6,4,3,4,4,4,4,4,2,2,4,7,6,2,3,1,1,2,4,2,3,4,2,2,2,1,3,1,2,1,6,6,4,1,5,1,6,Seraph Guardians,30,5,1,4,6,3,2
female,FL,19,19000,5,3,7,6,7,7,3,7,4,3,6,6,7,7,3,4,4,4,4,3,4,5,7,5,4,4,4,6,2,4,4,1,4,5,4,5,6,6,6,4,Warrior Guild,36,5,1,3,6,4,2
female,CA,21,40000,5,3,4,4,7,7,5,7,5,5,3,6,6,6,4,4,3,7,4,2,6,3,3,7,5,3,3,4,6,4,5,5,4,2,2,3,5,4,4,4,Evercrest,39,4,1,2,5,6,3
male,OH,23,53000,3,1,5,5,7,7,4,7,4,4,7,6,7,6,6,2,5,4,4,5,1,5,6,1,4,5,4,6,4,4,4,2,3,5,6,4,5,7,5,5,Evercrest,53,6,1,3,5,4,2
female,OR,26,75000,1,4,2,2,5,4,2,5,5,3,2,1,3,2,4,3,7,7,5,5,3,3,2,4,3,2,2,2,3,6,7,6,7,4,2,3,1,2,1,4,Warrior Guild,51,2,4,6,1,5,3
female,PA,33,55000,7,3,1,4,4,3,3,3,3,4,7,4,2,3,3,3,6,4,2,6,1,4,4,2,2,3,3,5,5,4,7,4,5,2,4,6,4,7,2,4,Warrior Guild,50,3,1,6,4,2,5
female,FL,25,24000,2,6,1,2,2,3,3,3,1,7,2,3,2,5,1,7,2,6,5,4,3,2,3,4,2,3,2,4,2,3,4,4,6,1,1,3,1,3,3,1,Evercrest,18,4,1,6,5,2,3
male,NY,24,55000,3,2,1,4,7,7,4,7,6,3,3,1,3,1,2,3,5,7,3,2,6,4,2,5,4,4,2,2,3,5,4,3,5,2,2,3,4,3,2,1,Warrior Guild,54,3,2,4,1,6,5
male,NY,22,34000,2,2,4,4,5,6,2,5,6,6,2,6,5,5,1,4,3,4,5,3,5,2,5,3,2,3,4,4,2,4,4,3,4,2,2,5,6,2,3,2,Evercrest,42,1,4,2,3,6,5
male,SC,43,57000,6,1,6,6,7,4,6,4,1,1,4,6,4,7,7,1,4,3,6,3,1,4,7,1,6,5,5,6,5,6,1,2,3,7,7,6,4,3,6,6,Seraph Guardians,52,4,2,1,5,6,3
male,FL,23,31000,4,3,4,5,5,4,3,5,2,4,7,6,3,6,5,3,3,4,2,2,3,4,5,2,5,6,3,7,4,2,6,4,2,4,6,4,3,5,2,5,Warrior Guild,31,6,1,3,4,5,2
female,NY,20,21000,2,3,6,2,6,7,2,5,4,3,6,5,7,7,2,4,2,4,6,1,6,6,7,5,6,7,4,5,5,2,3,4,3,4,5,3,3,5,3,3,Warrior Guild,44,4,2,1,3,6,5
male,TX,48,94000,2,4,5,2,7,7,2,6,3,6,6,6,5,5,5,6,2,1,1,3,1,2,6,1,2,1,2,5,1,4,1,1,1,7,5,1,1,5,3,6,Seraph Guardians,88,5,2,3,6,4,1
male,GA,41,72000,3,6,3,5,7,6,6,6,3,7,5,5,5,6,2,7,3,3,2,4,2,4,7,2,4,1,4,6,1,5,3,3,3,4,2,3,3,4,2,3,Warrior Guild,46,6,1,4,5,3,2
female,IL,18,15000,3,2,3,3,7,7,4,7,4,4,2,4,3,3,2,3,3,7,4,5,4,4,5,3,3,5,5,5,5,4,7,7,7,4,3,4,3,2,3,3,Evercrest,36,4,2,3,1,6,5
male,TX,45,134000,4,4,5,5,6,3,5,4,3,4,4,6,6,4,5,3,4,3,1,5,1,3,5,3,4,5,4,6,3,5,4,4,4,5,5,6,4,4,5,5,Evercrest,79,4,1,2,6,5,3
female,NE,25,64000,6,2,5,7,5,6,5,5,4,5,2,2,5,4,5,4,5,3,7,4,4,6,3,5,7,7,5,3,6,2,4,2,6,6,4,6,5,2,7,6,Warrior Guild,50,2,3,1,4,6,5
male,CT,28,82000,5,6,3,4,5,4,4,6,5,4,5,2,2,3,3,5,4,4,7,1,3,1,4,5,3,7,1,3,5,4,4,4,5,4,5,3,4,4,2,4,Seraph Guardians,49,3,1,2,5,6,4
male,GA,52,43000,4,5,5,5,4,6,3,4,1,4,6,7,7,7,5,4,4,2,3,4,1,2,6,1,3,3,4,6,2,6,5,3,3,4,3,4,6,7,4,4,Evercrest,40,5,2,3,6,4,1
female,LA,21,17000,6,2,4,7,1,2,6,2,7,2,2,1,2,2,3,3,2,4,7,4,7,6,1,7,7,5,6,1,4,3,5,5,6,3,5,7,4,1,2,3,Evercrest,17,2,3,4,1,5,6
female,OR,62,107000,6,7,7,4,7,7,3,7,1,7,4,7,6,6,3,7,3,1,1,5,1,2,7,1,5,1,5,7,1,3,1,2,1,4,3,4,4,4,6,5,Evercrest,68,5,1,4,6,3,2
female,CA,22,25000,5,3,6,6,7,7,6,6,7,3,4,7,7,7,3,4,5,3,5,5,5,7,5,5,7,4,7,7,6,4,3,1,2,5,4,6,6,3,5,5,Seraph Guardians,44,3,1,2,4,6,5
male,MD,23,66000,4,5,6,5,7,6,3,7,4,4,4,4,4,4,4,3,5,1,4,5,5,2,4,5,5,1,4,6,2,5,4,3,2,4,3,4,5,4,7,4,Evercrest,54,4,1,3,6,5,2
female,NC,35,66000,3,4,5,5,5,5,4,7,2,5,4,4,4,6,4,5,6,2,4,5,4,4,4,4,5,3,5,4,3,5,5,1,2,4,2,3,4,3,4,2,Warrior Guild,57,5,1,3,6,4,2
female,CA,23,28000,6,4,4,6,5,6,3,4,6,5,7,5,5,5,7,3,3,4,5,5,4,4,5,7,2,2,5,4,2,3,2,3,1,6,7,6,3,7,2,6,Evercrest,35,5,1,4,6,3,2
male,MN,20,26000,4,5,6,6,4,5,6,7,6,5,2,7,7,6,5,3,6,1,4,4,6,5,6,7,3,3,6,5,3,5,1,1,1,5,6,4,7,4,6,4,Warrior Guild,33,4,2,1,5,6,3
nonbinary,NY,18,16000,4,5,2,4,6,4,3,4,3,4,5,3,6,3,3,3,5,4,3,5,2,2,4,4,2,3,2,6,2,6,3,6,5,2,3,4,2,5,2,3,Evercrest,34,4,1,5,6,3,2
female,CA,19,28000,6,6,4,3,1,3,5,3,4,4,4,4,3,3,2,4,5,2,5,3,5,2,3,6,3,3,5,3,4,3,2,4,5,2,2,6,4,3,4,2,Evercrest,29,2,1,6,4,3,5
male,CA,47,95000,1,6,3,1,7,7,4,6,2,4,4,1,3,1,2,6,6,6,2,5,1,4,1,3,2,2,1,1,2,4,6,6,4,1,1,3,2,4,3,1,Seraph Guardians,71,6,1,5,2,4,3
male,CT,23,45000,4,6,1,7,4,5,5,5,5,5,6,5,2,3,6,6,4,6,3,2,4,5,3,2,5,3,5,4,3,2,7,4,6,5,5,4,1,5,1,7,Warrior Guild,38,6,1,4,5,3,2
female,MO,23,34000,5,5,5,5,7,7,7,7,5,7,6,5,5,6,5,5,5,4,4,5,6,5,4,5,4,5,5,6,4,6,4,4,5,2,3,5,4,5,4,4,Evercrest,47,3,1,6,4,5,2
male,MO,22,40000,6,2,3,6,5,5,5,3,7,2,5,2,3,1,2,3,7,2,4,5,4,2,4,4,4,4,2,1,2,5,3,2,2,3,2,5,3,5,1,5,Warrior Guild,47,1,3,5,2,4,6
female,TX,21,29000,4,2,3,4,5,5,5,5,2,3,3,4,5,2,5,3,5,6,5,4,3,5,3,4,1,5,3,3,5,3,7,6,7,5,4,3,1,3,2,4,Seraph Guardians,44,2,3,4,1,6,5
male,PA,22,58000,5,1,1,6,6,3,5,5,3,1,1,4,5,3,5,1,2,3,6,5,3,6,4,4,5,6,5,3,7,3,2,3,2,3,5,7,1,1,2,4,Warrior Guild,57,2,4,3,1,5,6
female,CA,21,26000,6,2,1,3,6,5,5,6,5,3,5,4,3,3,3,3,2,3,6,5,4,3,3,4,2,7,3,3,6,4,4,2,4,2,3,3,2,4,2,4,Evercrest,40,2,3,1,4,6,5
male,CA,20,39000,4,4,1,3,3,5,2,4,4,3,4,2,2,2,4,3,7,7,4,6,4,2,2,4,1,5,3,2,4,7,5,5,7,1,3,4,1,3,1,2,Warrior Guild,35,2,4,5,1,3,6
male,VA,20,25000,4,4,4,2,1,4,3,2,7,3,4,6,3,4,4,3,4,3,6,5,7,1,7,7,3,5,2,4,6,3,6,5,5,2,3,3,4,3,4,3,Seraph Guardians,26,1,4,3,2,6,5
male,NY,22,29000,7,5,4,4,4,3,5,3,4,4,2,4,4,4,5,6,5,3,3,3,5,4,5,3,4,5,3,4,6,3,3,3,3,6,4,2,2,2,4,5,Warrior Guild,48,1,2,4,3,6,5
male,CA,20,32000,2,6,3,3,4,4,1,1,6,6,5,1,1,1,3,5,6,5,4,6,5,2,1,7,3,3,1,3,5,7,7,5,5,1,3,2,5,5,4,2,Warrior Guild,49,2,3,6,1,4,5
male,CA,27,61000,5,6,4,5,4,6,4,4,5,3,6,1,1,3,3,4,7,4,5,5,5,4,3,5,2,3,3,3,4,7,3,5,3,2,1,6,5,6,3,2,Warrior Guild,45,1,2,5,3,4,6
female,MI,19,23000,5,5,1,5,4,2,4,3,5,4,4,5,6,6,4,5,4,3,3,3,4,3,4,4,5,6,4,4,5,4,2,3,2,3,4,6,2,4,3,4,Warrior Guild,20,3,1,6,4,2,5
female,MD,25,67000,5,7,4,2,5,6,1,4,3,5,2,2,2,3,3,6,3,4,4,3,4,1,2,1,3,2,1,3,3,4,5,1,1,2,3,2,3,3,2,3,Warrior Guild,50,4,1,5,6,3,2
female,NY,25,44000,4,4,4,1,5,4,4,3,4,3,2,4,2,3,4,5,2,4,6,4,3,4,4,5,4,7,4,5,7,4,4,4,3,4,5,3,1,3,4,5,Evercrest,41,3,4,2,1,6,5
male,SD,20,21000,2,3,3,4,5,4,5,3,3,3,3,3,3,2,2,3,3,1,3,4,5,3,2,5,3,4,4,2,2,2,1,4,3,3,3,4,5,1,3,3,Seraph Guardians,29,4,1,2,5,6,3
male,TX,19,29000,4,4,1,4,6,5,3,5,5,4,3,4,6,4,3,3,5,3,2,6,4,3,4,3,4,3,1,5,3,3,3,3,4,1,1,3,1,4,1,3,Seraph Guardians,36,3,1,4,2,6,5
male,FL,23,35000,6,2,5,7,6,6,7,7,5,2,5,3,5,5,6,3,5,3,4,4,7,6,5,4,7,4,7,4,5,5,3,3,4,7,6,6,4,7,4,5,Warrior Guild,42,4,1,2,3,6,5
male,IL,34,124000,5,3,5,4,5,6,3,5,2,1,3,4,5,4,3,2,2,5,4,5,3,4,2,5,3,4,4,3,4,3,3,3,4,2,3,6,3,4,3,3,Evercrest,69,3,1,2,5,6,4
nonbinary,PA,62,97000,4,4,1,5,7,7,3,7,1,5,6,5,5,4,2,6,6,6,1,7,1,3,4,1,2,2,3,3,1,4,4,7,5,1,2,3,2,4,2,2,Warrior Guild,75,6,1,5,4,3,2
female,CA,43,84000,3,2,4,4,7,4,3,6,3,4,5,5,3,5,2,5,3,4,1,5,1,3,3,3,3,1,3,3,3,4,4,4,3,3,3,4,4,3,5,2,Warrior Guild,57,6,1,3,5,4,2
female,LA,24,49000,6,3,1,5,2,3,5,2,5,5,1,7,7,4,4,3,4,3,3,4,4,2,4,5,4,4,2,5,5,5,2,5,2,3,3,5,3,4,3,3,Evercrest,49,2,1,4,3,5,6
female,MA,32,53000,1,5,4,2,4,5,1,5,3,7,4,2,1,2,1,7,1,2,1,1,2,1,3,2,1,4,2,2,4,2,1,1,2,1,3,1,2,5,4,3,Warrior Guild,45,5,2,3,6,4,1
male,CA,30,130000,4,4,5,6,5,5,6,6,4,7,3,5,5,4,7,3,7,3,6,5,2,6,4,3,6,7,5,3,7,5,5,3,4,5,7,4,5,1,5,7,Seraph Guardians,73,2,4,1,3,6,5
male,VA,18,11000,3,4,1,3,6,5,4,5,5,7,4,4,3,3,2,5,4,1,4,1,5,5,5,4,5,1,3,2,4,3,2,1,1,2,4,5,2,5,2,1,Warrior Guild,24,6,1,4,5,3,2
male,IL,26,52000,5,4,3,5,1,5,3,2,3,2,4,3,4,4,5,3,4,4,1,5,4,5,3,2,4,2,5,3,2,5,6,4,6,4,5,4,3,3,3,4,Warrior Guild,51,2,1,6,3,4,5
female,WY,36,60000,6,6,6,5,4,7,5,4,1,7,5,6,7,5,7,7,1,2,2,5,1,6,6,1,5,1,3,4,1,3,1,2,1,5,3,6,7,6,5,5,Warrior Guild,49,5,1,3,6,4,2
male,UT,22,46000,4,3,4,3,3,4,2,3,6,1,3,2,2,1,4,3,5,6,7,5,7,2,2,7,1,6,1,1,4,4,7,7,7,5,4,3,4,2,3,3,Seraph Guardians,29,1,6,3,2,5,4
male,GA,39,99000,5,2,2,5,6,7,4,5,1,3,5,4,5,4,4,3,5,7,2,5,2,2,3,3,1,5,2,3,4,4,7,7,7,4,4,3,1,4,3,2,Evercrest,72,4,1,5,2,6,3
male,MA,31,88000,4,6,5,6,7,7,3,6,4,4,7,4,7,5,5,4,3,2,4,4,4,1,4,1,1,3,3,5,4,2,1,1,2,5,5,2,5,6,4,5,Warrior Guild,57,5,1,3,6,4,2
female,OR,36,134000,4,3,2,3,5,6,3,4,5,5,6,5,2,5,6,3,5,7,1,5,1,4,5,2,4,1,5,5,4,5,6,5,7,6,3,5,2,7,5,5,Warrior Guild,97,6,1,4,5,3,2
male,NM,19,23000,6,4,4,5,4,4,6,4,4,6,5,6,6,6,1,6,6,4,5,7,2,4,7,4,4,6,4,7,5,6,3,3,4,3,3,6,4,6,7,4,Seraph Guardians,34,2,1,5,6,3,4
female,ID,35,71000,4,3,2,5,7,7,4,5,1,3,4,1,3,3,2,4,3,7,4,4,1,4,4,3,5,4,5,2,5,4,7,7,6,3,1,5,2,3,3,1,Seraph Guardians,61,4,1,5,2,3,6
male,FL,33,31000,6,3,3,7,1,1,4,1,4,5,4,2,3,3,4,5,3,1,3,3,3,6,2,3,4,1,6,2,2,2,2,2,4,6,5,5,2,4,3,5,Warrior Guild,29,5,1,4,6,2,3
male,AZ,33,98000,3,3,2,4,2,2,4,3,5,5,3,4,3,3,3,4,5,7,4,6,3,3,3,6,4,5,5,4,3,7,7,7,7,3,2,4,2,3,2,3,Seraph Guardians,72,2,3,6,1,4,5
male,NJ,26,112000,7,7,1,6,3,3,6,1,4,7,5,5,3,4,2,7,4,3,2,4,4,3,3,4,4,2,5,4,3,3,1,3,4,1,1,3,1,4,1,3,Evercrest,68,4,1,6,5,2,3
male,TN,19,6000,4,7,6,4,3,4,4,3,4,7,4,4,3,2,1,6,6,4,5,3,5,2,2,2,3,5,3,2,3,6,4,6,6,1,1,4,4,5,4,2,Warrior Guild,27,3,1,6,4,2,5
female,AL,23,20000,1,1,2,4,6,5,4,5,3,1,3,6,6,6,1,1,5,5,4,5,4,3,5,5,5,3,4,5,3,4,4,4,4,1,1,2,2,4,2,1,Evercrest,18,2,3,4,1,6,5
female,CA,52,76000,5,4,7,5,7,7,3,7,1,3,5,5,5,5,6,4,4,2,3,4,2,4,6,1,4,2,1,5,3,6,1,3,3,3,1,2,5,3,5,2,Seraph Guardians,65,4,1,3,6,5,2
male,OR,37,106000,5,2,7,5,5,7,6,7,3,3,4,5,4,4,5,3,4,3,3,5,2,5,3,3,7,3,6,5,3,2,7,4,4,4,6,5,6,4,4,5,Seraph Guardians,85,4,1,2,5,6,3
female,LA,22,22000,4,3,6,4,4,6,3,5,7,2,2,4,5,5,3,4,5,5,5,6,6,5,7,7,3,6,3,5,6,6,5,2,3,6,2,4,5,2,5,3,Seraph Guardians,38,1,4,3,2,6,5
female,CA,24,34000,6,7,7,6,6,6,4,7,4,6,4,5,5,5,4,6,4,3,3,1,5,4,4,4,3,4,4,5,3,2,1,2,2,3,5,5,4,5,4,5,Seraph Guardians,48,4,1,3,6,5,2
female,LA,20,25000,4,4,3,3,6,7,3,7,6,4,2,7,6,5,7,4,5,4,7,1,7,4,7,6,5,7,4,7,5,2,3,3,4,5,7,3,4,4,4,5,Seraph Guardians,51,4,3,1,2,6,5
male,IL,25,56000,5,6,3,4,4,5,3,3,1,6,7,4,3,3,2,5,3,2,6,4,1,2,2,2,4,1,2,2,2,3,2,3,2,5,6,4,3,7,4,6,Evercrest,42,4,1,5,6,3,2
male,OH,28,78000,3,3,3,5,7,5,5,5,3,3,4,7,5,5,2,4,4,2,5,2,2,4,5,4,5,4,3,6,6,4,1,3,3,3,1,2,4,4,5,3,Evercrest,59,4,1,2,5,6,3
